species,sample,cellline,sensitivity,group,treatment,pct
PI(16:0_16:3),Area[s73-1],MCF7,Res,Resistant,C18:0+C18:1,0.3404463137350174
PI(16:0_17:0),Area[s73-1],MCF7,Res,Resistant,C18:0+C18:1,0.08621122496123271
PI(17:0_18:0),Area[s73-1],MCF7,Res,Resistant,C18:0+C18:1,0.7527919068190452
PI(4:0_10:3),Area[s73-1],MCF7,Res,Resistant,C18:0+C18:1,0.16652988958943493
PI(P-9:0_22:1),Area[s73-1],MCF7,Res,Resistant,C18:0+C18:1,0.012131213729438766
PI(O-18:1_22:6),Area[s73-1],MCF7,Res,Resistant,C18:0+C18:1,0.0
PI(O-18:0_22:6),Area[s73-1],MCF7,Res,Resistant,C18:0+C18:1,0.0
PI(O-16:0_16:1),Area[s73-1],MCF7,Res,Resistant,C18:0+C18:1,0.0
PI(16:0_19:3),Area[s73-1],MCF7,Res,Resistant,C18:0+C18:1,0.0020790750006596916
PI(O-18:0_22:5),Area[s73-1],MCF7,Res,Resistant,C18:0+C18:1,0.0
PI(18:0_22:2),Area[s73-1],MCF7,Res,Resistant,C18:0+C18:1,0.0622407284802799
PI(36:9),Area[s73-1],MCF7,Res,Resistant,C18:0+C18:1,0.0
PI(O-7:0_11:0),Area[s73-1],MCF7,Res,Resistant,C18:0+C18:1,0.04983543534724111
PI(O-17:1_23:3),Area[s73-1],MCF7,Res,Resistant,C18:0+C18:1,0.06793114743210786
PI(O-16:0),Area[s73-1],MCF7,Res,Resistant,C18:0+C18:1,0.006156009902343406
PI(18:0_19:1),Area[s73-1],MCF7,Res,Resistant,C18:0+C18:1,0.5100782576143343
PI(P-20:6_23:2),Area[s73-1],MCF7,Res,Resistant,C18:0+C18:1,0.5886131656375043
PI(18:1_24:5),Area[s73-1],MCF7,Res,Resistant,C18:0+C18:1,0.023169867128604638
PI(16:0_16:1),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.2632684517224409
PI(16:1_18:2),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.06095400140570308
PI(16:1_18:1),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.9225105715763718
PI(16:0_18:1),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,10.984458487528533
PI(16:0_20:5),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.031090582874713543
PI(16:0_20:4),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.5942879433093242
PI(22:1_14:2),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.0913768181643826
PI(16:0_20:3),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.7355180916554155
PI(18:0_18:2),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,6.982809364317226
PI(18:0_18:1),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,23.34830502567901
PI(18:1_18:0),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.20901467606396618
PI(36:1),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.12435269088275147
PI(16:0_22:6),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.07405655125592314
PI(18:1_20:4),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,2.529411815537997
PI(18:0_20:4),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,30.006665911957786
PI(18:0_20:3),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,2.104908069261518
PI(18:1_22:6),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.13000267711618946
PI(22:6_18:0),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.8339981397517613
PI(18:0_22:5),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,1.1921886200190839
PI(16:0_14:1),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.01292281515563131
PI(15:1_17:1),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.0035961754404504284
PI(16:0_16:0),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.5497086881086032
PI(16:0_17:1),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.08561802965883385
PI(O-16:0_20:4),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.01243242214749276
PI(17:1_18:1),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.14384304085046942
PI(17:0_18:1),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.48699422364503026
PI(O-16:0_22:6),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.008465579122833853
PI(O-16:0_22:5),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.06715269027953155
PI(17:0_20:4),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.1066475454666689
PI(18:0_19:3),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.08185696693402793
PI(18:0_20:2),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,2.2803665408578158
PI(17:0_22:6),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.014289268725660092
PI(26:1_14:2),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.08471824265506284
PI(24:3_16:0),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.007835749045275689
PI(18:0_22:3),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.18878815986271177
PI(18:0_21:3),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.3336006212778473
PI(19:0_21:4),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.06601406829664129
PI(18:0_22:4),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,1.3071786084552954
PI(P-7:0_21:0),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.6605525801343527
PI(16:0_18:0),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,3.5504566824282184
PI(18:1_19:1),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.5167851911437032
PI(18:0_20:1),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.6407523110786353
PI(17:1_20:4),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.013275508394979284
PI(18:1_21:3),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.2628101428051034
PI(O-13:1_15:0),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.4619320742523329
PI(P-11:0_21:1),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.05094985415002669
PI(14:0_16:0),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.050713501495687235
PI(14:0_20:4),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,2.3388765951909734e-06
PI(12:0_16:0),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.0
PI(O-16:0_16:0),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.01815585213864939
PI(O-16:0_18:1),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.08241697963879466
PI(O-18:0_18:1),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.03024520826750609
PI(18:0_18:0),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.5121323092659067
PI(O-18:0_20:4),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.025725285457128627
PI(20:4_20:4),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.0012046148212258912
PI(P-11:0_22:1),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.008450872255713792
PI(19:1_20:4),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.07649462398447877
PI(16:1_22:6),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.09288968693949334
PI(15:0_16:0),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.005198393070699551
PI(18:1_14:2),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.11553225507891572
PI(16:0_16:3),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.12561213347936323
PI(16:0_17:0),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.1341642745701026
PI(17:0_18:0),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,2.2682215979648963
PI(4:0_10:3),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.09120646046779844
PI(P-9:0_22:1),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.005524492533768569
PI(O-18:1_22:6),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.0012329940985956651
PI(O-18:0_22:6),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.011934257839933404
PI(O-16:0_16:1),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.0018162384450467243
PI(16:0_19:3),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.004829180177046431
PI(O-18:0_22:5),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.06012124400460693
PI(18:0_22:2),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.12458243692337735
PI(36:9),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.03474028623185702
PI(O-7:0_11:0),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.027890723001849537
PI(O-17:1_23:3),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.03719582028001284
PI(O-16:0),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.005216349002197537
PI(18:0_19:1),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,2.312031740505828
PI(P-20:6_23:2),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.3713318846069593
PI(18:1_24:5),Area[s93-1],H1299,Res,Resistant,C18:0+C18:1,0.1444636941226542
PI(16:0_16:1),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.6347005295234561
PI(16:1_18:2),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.0609810502165741
PI(16:1_18:1),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,1.4517721658242657
PI(16:0_18:1),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,12.155909641121182
PI(16:0_20:5),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.038637992669681855
PI(16:0_20:4),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,1.0018978573620285
PI(22:1_14:2),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.07076380033720882
PI(16:0_20:3),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.9774392453021615
PI(18:0_18:2),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,8.840808695523714
PI(18:0_18:1),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,27.066947092151388
PI(18:1_18:0),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.19805113172430894
PI(36:1),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.11538066585150268
PI(16:0_22:6),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.2663344824111793
PI(18:1_20:4),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,3.28999199752929
PI(18:0_20:4),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,20.889579857034054
PI(18:0_20:3),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,1.8876597855746986
PI(18:1_22:6),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.22467841200077468
PI(22:6_18:0),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.8534720930359141
PI(18:0_22:5),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,1.1682841841984033
PI(16:0_14:1),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.01629058646343534
PI(15:1_17:1),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.03141910479059252
PI(16:0_16:0),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.6579840278517485
PI(16:0_17:1),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.07363836560343316
PI(O-16:0_20:4),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.006050180248438059
PI(17:1_18:1),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.18182433200070475
PI(17:0_18:1),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.5454860979162423
PI(O-16:0_22:6),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.010862718313782039
PI(O-16:0_22:5),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.04386057481967654
PI(17:0_20:4),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.08860992103330984
PI(18:0_19:3),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.2069753633022317
PI(18:0_20:2),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,4.4923385617396905
PI(17:0_22:6),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.010684715012499853
PI(26:1_14:2),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.0450260497494019
PI(24:3_16:0),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.00980275140130954
PI(18:0_22:3),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.25796321633175007
PI(18:0_21:3),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.3002773668072719
PI(19:0_21:4),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.03583017704969626
PI(18:0_22:4),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,1.2611640031612434
PI(P-7:0_21:0),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.6533635463620642
PI(16:0_18:0),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,4.357289848954552
PI(18:1_19:1),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.5552259871095371
PI(18:0_20:1),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.8181016651020107
PI(17:1_20:4),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.017558542232336074
PI(18:1_21:3),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.21596861302526252
PI(O-13:1_15:0),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.48507485900099784
PI(P-11:0_21:1),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.03560088534038001
PI(14:0_16:0),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.04976964208204942
PI(14:0_20:4),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.001381545648948645
PI(12:0_16:0),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.0005407896517702822
PI(O-16:0_16:0),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.013621004693236969
PI(O-16:0_18:1),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.08253959192171693
PI(O-18:0_18:1),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.04185190554991335
PI(18:0_18:0),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.22059989252432902
PI(O-18:0_20:4),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.011843840325418626
PI(20:4_20:4),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.0017931960251397253
PI(P-11:0_22:1),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.0064963687795875046
PI(19:1_20:4),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.10173875237887192
PI(16:1_22:6),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.1341744081279023
PI(15:0_16:0),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.006509284634529988
PI(18:1_14:2),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.07916722829706518
PI(16:0_16:3),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.08555764081578461
PI(16:0_17:0),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.08247348565331836
PI(17:0_18:0),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,1.5573442544906388
PI(4:0_10:3),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.042205813173813
PI(P-9:0_22:1),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.004050320051204313
PI(O-18:1_22:6),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.0006013926050681752
PI(O-18:0_22:6),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.01016914919886596
PI(O-16:0_16:1),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.005377634589678833
PI(16:0_19:3),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.008610003086606116
PI(O-18:0_22:5),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.03847752485161111
PI(18:0_22:2),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.17653908456374254
PI(36:9),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.03425542217590649
PI(O-7:0_11:0),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.051784166265882656
PI(O-17:1_23:3),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.025444298541418896
PI(O-16:0),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.009674273062275453
PI(18:0_19:1),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.17817417995899437
PI(P-20:6_23:2),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.1947697394540179
PI(18:1_24:5),Area[s98-1],H1650,Res,Resistant,C18:0+C18:1,0.1349014267053529
PI(16:0_16:1),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.22817781909940713
PI(16:1_18:2),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.147156117888056
PI(16:1_18:1),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.6257642422266995
PI(16:0_18:1),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,5.870400442949043
PI(16:0_20:5),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.09544337647444244
PI(16:0_20:4),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.9019444857437162
PI(22:1_14:2),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.0748559011600516
PI(16:0_20:3),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,1.3896503086692178
PI(18:0_18:2),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,2.4353457542228667
PI(18:0_18:1),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,9.660556463856617
PI(18:1_18:0),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.09356563090582058
PI(36:1),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.05043233786796775
PI(16:0_22:6),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.5336012478131636
PI(18:1_20:4),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,4.4259148657662655
PI(18:0_20:4),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,32.75384553600878
PI(18:0_20:3),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,6.080534039518869
PI(18:1_22:6),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.2729588440762543
PI(22:6_18:0),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,1.951629318796285
PI(18:0_22:5),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,4.771091666699396
PI(16:0_14:1),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.004877708101627569
PI(15:1_17:1),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.0028453307494404473
PI(16:0_16:0),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.9023082684301473
PI(16:0_17:1),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.11487970885044396
PI(O-16:0_20:4),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.010601674362598618
PI(17:1_18:1),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.2751897226670516
PI(17:0_18:1),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.48437619415095007
PI(O-16:0_22:6),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.0
PI(O-16:0_22:5),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.030555070633510845
PI(17:0_20:4),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.4297047645014218
PI(18:0_19:3),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.35055134027841023
PI(18:0_20:2),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,3.012893722758249
PI(17:0_22:6),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.10548055961949106
PI(26:1_14:2),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.08565939951258948
PI(24:3_16:0),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.006086684821045992
PI(18:0_22:3),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.6976672532029199
PI(18:0_21:3),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,1.2342189412274467
PI(19:0_21:4),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.08085981088654089
PI(18:0_22:4),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,2.998800715776367
PI(P-7:0_21:0),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.8030750310830406
PI(16:0_18:0),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,4.269612429906297
PI(18:1_19:1),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.6846794416172436
PI(18:0_20:1),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.22482167573766132
PI(17:1_20:4),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.0784257583103283
PI(18:1_21:3),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.6796379093010162
PI(O-13:1_15:0),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.8026406871641559
PI(P-11:0_21:1),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.03996229435137667
PI(14:0_16:0),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.020224626324899655
PI(14:0_20:4),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.011322775201411863
PI(12:0_16:0),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.0
PI(O-16:0_16:0),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.03177416124465897
PI(O-16:0_18:1),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.021182705245443235
PI(O-18:0_18:1),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.010461717653273674
PI(18:0_18:0),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.07183165612745222
PI(O-18:0_20:4),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.02463976402381146
PI(20:4_20:4),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.021748367738484195
PI(P-11:0_22:1),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.0161384903725822
PI(19:1_20:4),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.2903759327273841
PI(16:1_22:6),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.161743327306058
PI(15:0_16:0),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.0
PI(18:1_14:2),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.026223819559979974
PI(16:0_16:3),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.02841897952846568
PI(16:0_17:0),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.2965645258197612
PI(17:0_18:0),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,4.428026792744793
PI(4:0_10:3),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.05613224893142996
PI(P-9:0_22:1),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.007955018251313426
PI(O-18:1_22:6),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.0
PI(O-18:0_22:6),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.0024827876338468177
PI(O-16:0_16:1),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.004266648515210773
PI(16:0_19:3),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.031041316077366186
PI(O-18:0_22:5),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.010268718320777226
PI(18:0_22:2),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.06559216103933771
PI(36:9),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.08785124855247724
PI(O-7:0_11:0),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.07876010020593355
PI(O-17:1_23:3),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.5096554672431766
PI(O-16:0),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.004493802291351055
PI(18:0_19:1),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,2.4782190817404657
PI(P-20:6_23:2),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.3140585414736097
PI(18:1_24:5),Area[s6-1],MDAMB231,C18,Sensitive,Ctr,0.11526472036092557
PI(16:0_16:1),Area[s46-1],H460,C18,Sensitive,Ctr,0.8344467838747793
PI(16:1_18:2),Area[s46-1],H460,C18,Sensitive,Ctr,0.11054687640087582
PI(16:1_18:1),Area[s46-1],H460,C18,Sensitive,Ctr,2.21779765285538
PI(16:0_18:1),Area[s46-1],H460,C18,Sensitive,Ctr,10.48514985320805
PI(16:0_20:5),Area[s46-1],H460,C18,Sensitive,Ctr,0.026622186713554215
PI(16:0_20:4),Area[s46-1],H460,C18,Sensitive,Ctr,0.8431088564813061
PI(22:1_14:2),Area[s46-1],H460,C18,Sensitive,Ctr,0.10142875613002077
PI(16:0_20:3),Area[s46-1],H460,C18,Sensitive,Ctr,1.9176295338079261
PI(18:0_18:2),Area[s46-1],H460,C18,Sensitive,Ctr,9.444842087371146
PI(18:0_18:1),Area[s46-1],H460,C18,Sensitive,Ctr,19.708452038400836
PI(18:1_18:0),Area[s46-1],H460,C18,Sensitive,Ctr,0.18799179445360867
PI(36:1),Area[s46-1],H460,C18,Sensitive,Ctr,0.10763108201441043
PI(16:0_22:6),Area[s46-1],H460,C18,Sensitive,Ctr,0.3093714589697033
PI(18:1_20:4),Area[s46-1],H460,C18,Sensitive,Ctr,3.0874128098129625
PI(18:0_20:4),Area[s46-1],H460,C18,Sensitive,Ctr,20.613458316185216
PI(18:0_20:3),Area[s46-1],H460,C18,Sensitive,Ctr,6.586651700855731
PI(18:1_22:6),Area[s46-1],H460,C18,Sensitive,Ctr,0.2923990938370215
PI(22:6_18:0),Area[s46-1],H460,C18,Sensitive,Ctr,2.05672136856399
PI(18:0_22:5),Area[s46-1],H460,C18,Sensitive,Ctr,2.227992680715567
PI(16:0_14:1),Area[s46-1],H460,C18,Sensitive,Ctr,0.011001010252767764
PI(15:1_17:1),Area[s46-1],H460,C18,Sensitive,Ctr,0.03461544736192273
PI(16:0_16:0),Area[s46-1],H460,C18,Sensitive,Ctr,0.4191236135316803
PI(16:0_17:1),Area[s46-1],H460,C18,Sensitive,Ctr,0.07992503878537631
PI(O-16:0_20:4),Area[s46-1],H460,C18,Sensitive,Ctr,0.0068513609042344615
PI(17:1_18:1),Area[s46-1],H460,C18,Sensitive,Ctr,0.22207537407354155
PI(17:0_18:1),Area[s46-1],H460,C18,Sensitive,Ctr,0.5225077860497976
PI(O-16:0_22:6),Area[s46-1],H460,C18,Sensitive,Ctr,0.022919123967691545
PI(O-16:0_22:5),Area[s46-1],H460,C18,Sensitive,Ctr,0.02469411312799715
PI(17:0_20:4),Area[s46-1],H460,C18,Sensitive,Ctr,0.26264735886121854
PI(18:0_19:3),Area[s46-1],H460,C18,Sensitive,Ctr,0.3685560914954137
PI(18:0_20:2),Area[s46-1],H460,C18,Sensitive,Ctr,4.672842280472822
