species,sample,cellline,sensitivity,group,treatment,pct
PI(18:0_21:3),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.31504154444598287
PI(19:0_21:4),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.057739503709156925
PI(18:0_22:4),Area[s70-1],HOSE,C18,Sensitive,C18:0,1.1065281502796933
PI(P-7:0_21:0),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.5534900310135159
PI(16:0_18:0),Area[s70-1],HOSE,C18,Sensitive,C18:0,5.8896826175767245
PI(18:1_19:1),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.17022907074366125
PI(18:0_20:1),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.13978608808315837
PI(17:1_20:4),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.014063501892054547
PI(18:1_21:3),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.1663247132099843
PI(O-13:1_15:0),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.7811329862505005
PI(P-11:0_21:1),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.043304164380844
PI(14:0_16:0),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.0
PI(14:0_20:4),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.0070470164712675976
PI(12:0_16:0),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.0
PI(O-16:0_16:0),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.020410200443843902
PI(O-16:0_18:1),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.016026803795832906
PI(O-18:0_18:1),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.02551214052257599
PI(18:0_18:0),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.07138664362326243
PI(O-18:0_20:4),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.01616040355202419
PI(20:4_20:4),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.0009845658647958304
PI(P-11:0_22:1),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.02038605735254737
PI(19:1_20:4),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.07518931493899117
PI(16:1_22:6),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.10141234189217697
PI(15:0_16:0),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.0
PI(18:1_14:2),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.1308287895560899
PI(16:0_16:3),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.12734127501038722
PI(16:0_17:0),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.04648077252117493
PI(17:0_18:0),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.20092742581820128
PI(4:0_10:3),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.05649832063068466
PI(P-9:0_22:1),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.0022879455435884945
PI(O-18:1_22:6),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.0
PI(O-18:0_22:6),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.0026888352389970497
PI(O-16:0_16:1),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.0
PI(16:0_19:3),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.0
PI(O-18:0_22:5),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.006759026165251207
PI(18:0_22:2),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.041009902891310276
PI(36:9),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.0038627550832781646
PI(O-7:0_11:0),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.02953292318097889
PI(O-17:1_23:3),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.048516962203643425
PI(O-16:0),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.0007629955336206892
PI(18:0_19:1),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.9127300932009856
PI(P-20:6_23:2),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.37103215704597525
PI(18:1_24:5),Area[s70-1],HOSE,C18,Sensitive,C18:0,0.03010357344650512
PI(16:0_16:1),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.1536915853081413
PI(16:1_18:2),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.10427345921302507
PI(16:1_18:1),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,1.2903829804358815
PI(16:0_18:1),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,4.333218524666204
PI(16:0_20:5),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.06690249517111711
PI(16:0_20:4),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.412040508120586
PI(22:1_14:2),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.07077898188103955
PI(16:0_20:3),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,1.6126513620270295
PI(18:0_18:2),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,10.805000019066767
PI(18:0_18:1),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,21.61904559438022
PI(18:1_18:0),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.16270721729297602
PI(36:1),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.09492979429275233
PI(16:0_22:6),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.15025866454345685
PI(18:1_20:4),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,4.953159508933055
PI(18:0_20:4),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,27.926812076488577
PI(18:0_20:3),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,6.896634577977016
PI(18:1_22:6),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.2412531208919389
PI(22:6_18:0),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.6785610096856317
PI(18:0_22:5),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,1.736336632329099
PI(16:0_14:1),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.005968419002946489
PI(15:1_17:1),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.008974928628918598
PI(16:0_16:0),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.25540933463074256
PI(16:0_17:1),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.0018529369322151466
PI(O-16:0_20:4),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.008457892292522836
PI(17:1_18:1),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.18585702152947134
PI(17:0_18:1),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.269929945451165
PI(O-16:0_22:6),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.02432750348586557
PI(O-16:0_22:5),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.020140157647720605
PI(17:0_20:4),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.2503577398463418
PI(18:0_19:3),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.2628680575030639
PI(18:0_20:2),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,5.944616695529286
PI(17:0_22:6),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.009378901266676369
PI(26:1_14:2),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.05475534383731299
PI(24:3_16:0),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.012117223082052505
PI(18:0_22:3),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,1.259181932191511
PI(18:0_21:3),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.5689504907236432
PI(19:0_21:4),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.03486922624280839
PI(18:0_22:4),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,1.2228334978940139
PI(P-7:0_21:0),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.4110133096761314
PI(16:0_18:0),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.655054489071169
PI(18:1_19:1),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.6598071157216903
PI(18:0_20:1),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.3921603347781976
PI(17:1_20:4),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.020569509883421412
PI(18:1_21:3),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.3105353149371573
PI(O-13:1_15:0),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.5519981797173379
PI(P-11:0_21:1),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.020969989628530146
PI(14:0_16:0),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.01212582356391928
PI(14:0_20:4),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.00532419015254759
PI(12:0_16:0),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.0
PI(O-16:0_16:0),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.004060687757719927
PI(O-16:0_18:1),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.027896299189667635
PI(O-18:0_18:1),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.01765446081286962
PI(18:0_18:0),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.05486461142795503
PI(O-18:0_20:4),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.021377911885317822
PI(20:4_20:4),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.008365185584079166
PI(P-11:0_22:1),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.004397355238022343
PI(19:1_20:4),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.13505466727299797
PI(16:1_22:6),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.04755302645168097
PI(15:0_16:0),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.0005494570281448805
PI(18:1_14:2),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.06468263634813586
PI(16:0_16:3),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.06208984707730906
PI(16:0_17:0),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.06351280320117936
PI(17:0_18:0),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.30678860801924973
PI(4:0_10:3),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.0824407271409272
PI(P-9:0_22:1),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.004656488452124758
PI(O-18:1_22:6),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.0
PI(O-18:0_22:6),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.013392797811391313
PI(O-16:0_16:1),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.002175660034216913
PI(16:0_19:3),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.011065413974403188
PI(O-18:0_22:5),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.21751397427505112
PI(18:0_22:2),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.26637240652194866
PI(36:9),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.03484193960929553
PI(O-7:0_11:0),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.03729175897150608
PI(O-17:1_23:3),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.027995973227967937
PI(O-16:0),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.0026147793443385406
PI(18:0_19:1),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,1.3619019699783368
PI(P-20:6_23:2),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.23872660301338613
PI(18:1_24:5),Area[s80-1],OVCAR8,C18,Sensitive,C18:0,0.13111833279785745
PI(16:0_16:1),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.23915386652958354
PI(16:1_18:2),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.15020895543740206
PI(16:1_18:1),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,1.5718739412182392
PI(16:0_18:1),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,3.8956084210028865
PI(16:0_20:5),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.10439481568574871
PI(16:0_20:4),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.5188811179293893
PI(22:1_14:2),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.1121657725263198
PI(16:0_20:3),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,2.1082388686415454
PI(18:0_18:2),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,10.177623525112441
PI(18:0_18:1),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,11.03366094170715
PI(18:1_18:0),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.1729317139742263
PI(36:1),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.10541740796771151
PI(16:0_22:6),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.23075752934115035
PI(18:1_20:4),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,7.09916048456925
PI(18:0_20:4),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,29.432459173634662
PI(18:0_20:3),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,15.452297630102576
PI(18:1_22:6),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.36377262307307
PI(22:6_18:0),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.9060343251646632
PI(18:0_22:5),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,1.1572093814038766
PI(16:0_14:1),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.009123842335099048
PI(15:1_17:1),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.00473927662815912
PI(16:0_16:0),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.12931303633905492
PI(16:0_17:1),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.0014798520726072093
PI(O-16:0_20:4),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.0044867211805124495
PI(17:1_18:1),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.23959979101256063
PI(17:0_18:1),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.1839048093574534
PI(O-16:0_22:6),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.007609679307952608
PI(O-16:0_22:5),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.030127049383165502
PI(17:0_20:4),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.32702314108830793
PI(18:0_19:3),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.2677013293408777
PI(18:0_20:2),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,4.181998359657825
PI(17:0_22:6),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.0112260932287345
PI(26:1_14:2),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.07700181241420498
PI(24:3_16:0),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.014017545828106472
PI(18:0_22:3),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.665887816438957
PI(18:0_21:3),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.2862634455150168
PI(19:0_21:4),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.053468212551179665
PI(18:0_22:4),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.943342338447299
PI(P-7:0_21:0),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.9035055130846805
PI(16:0_18:0),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,1.1189164276654169
PI(18:1_19:1),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.5864911832674029
PI(18:0_20:1),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.30010340414817277
PI(17:1_20:4),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.05111702528219714
PI(18:1_21:3),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.3126755022133805
PI(O-13:1_15:0),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.8928481142779245
PI(P-11:0_21:1),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.024639220541877272
PI(14:0_16:0),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.011493730360048937
PI(14:0_20:4),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.005958466758294989
PI(12:0_16:0),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.0
PI(O-16:0_16:0),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.0015207042593942425
PI(O-16:0_18:1),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.025860004407483803
PI(O-18:0_18:1),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.014542478530317943
PI(18:0_18:0),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.0401326337230965
PI(O-18:0_20:4),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.01410454336977083
PI(20:4_20:4),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.011008089738494837
PI(P-11:0_22:1),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.007953023497331482
PI(19:1_20:4),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.1434930529038271
PI(16:1_22:6),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.08380963194753993
PI(15:0_16:0),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.0
PI(18:1_14:2),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.10805260287886377
PI(16:0_16:3),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.1066894288349807
PI(16:0_17:0),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.07667668322286167
PI(17:0_18:0),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.22764717854600824
PI(4:0_10:3),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.1473320033146089
PI(P-9:0_22:1),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.00878010142012264
PI(O-18:1_22:6),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.0
PI(O-18:0_22:6),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.016605819153725356
PI(O-16:0_16:1),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.001092292949104681
PI(16:0_19:3),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.02117546398623576
PI(O-18:0_22:5),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.3445983529722234
PI(18:0_22:2),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.20633491796944103
PI(36:9),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.05767306071094833
PI(O-7:0_11:0),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.07334357708391197
PI(O-17:1_23:3),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.04238245822876512
PI(O-16:0),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.003332553891968961
PI(18:0_19:1),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,1.1959229482955616
PI(P-20:6_23:2),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.3940668510748316
PI(18:1_24:5),Area[s80-2],OVCAR8,C18,Sensitive,C18:0,0.14795630834023568
PI(16:0_16:1),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.05092409133056506
PI(16:1_18:2),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.026554178116693247
PI(16:1_18:1),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.32462863955923216
PI(16:0_18:1),Area[s90-1],ES-2,C18,Sensitive,C18:0,4.24134034641282
PI(16:0_20:5),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.01289816325495131
PI(16:0_20:4),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.44127667110095165
PI(22:1_14:2),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.023126336678190727
PI(16:0_20:3),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.38560980574601517
PI(18:0_18:2),Area[s90-1],ES-2,C18,Sensitive,C18:0,4.3025246352301085
PI(18:0_18:1),Area[s90-1],ES-2,C18,Sensitive,C18:0,19.783983104807447
PI(18:1_18:0),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.16105952320578432
PI(36:1),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.09395289594112777
PI(16:0_22:6),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.19320652080780248
PI(18:1_20:4),Area[s90-1],ES-2,C18,Sensitive,C18:0,2.2213620870108324
PI(18:0_20:4),Area[s90-1],ES-2,C18,Sensitive,C18:0,42.030128156981945
PI(18:0_20:3),Area[s90-1],ES-2,C18,Sensitive,C18:0,4.843109866625602
PI(18:1_22:6),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.09382796980242891
PI(22:6_18:0),Area[s90-1],ES-2,C18,Sensitive,C18:0,1.4479734673029103
PI(18:0_22:5),Area[s90-1],ES-2,C18,Sensitive,C18:0,3.6055779043191993
PI(16:0_14:1),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.003941134059600903
PI(15:1_17:1),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.0
PI(16:0_16:0),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.14350382129608677
PI(16:0_17:1),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.005887998832967027
PI(O-16:0_20:4),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.006295276370642022
PI(17:1_18:1),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.04304012533667037
PI(17:0_18:1),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.25067015690636874
PI(O-16:0_22:6),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.0
PI(O-16:0_22:5),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.0105600104046629
PI(17:0_20:4),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.08991380501280472
PI(18:0_19:3),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.09414110976937805
PI(18:0_20:2),Area[s90-1],ES-2,C18,Sensitive,C18:0,1.8996555193971305
PI(17:0_22:6),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.010103232302666253
PI(26:1_14:2),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.10758539588578331
PI(24:3_16:0),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.015002008974057297
PI(18:0_22:3),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.28779252680179207
PI(18:0_21:3),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.4130560715597597
PI(19:0_21:4),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.07291684434931629
PI(18:0_22:4),Area[s90-1],ES-2,C18,Sensitive,C18:0,3.380500452034802
PI(P-7:0_21:0),Area[s90-1],ES-2,C18,Sensitive,C18:0,1.2183195388171588
PI(16:0_18:0),Area[s90-1],ES-2,C18,Sensitive,C18:0,2.82939540628924
PI(18:1_19:1),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.17465219431025272
PI(18:0_20:1),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.26123382037782533
PI(17:1_20:4),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.004697041789939668
PI(18:1_21:3),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.14616986392145442
PI(O-13:1_15:0),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.8780079385929935
PI(P-11:0_21:1),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.04500303611817811
PI(14:0_16:0),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.003081258646172491
PI(14:0_20:4),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.0009404989685911556
PI(12:0_16:0),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.0005551186175012336
PI(O-16:0_16:0),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.0018249560927085808
PI(O-16:0_18:1),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.01547163998703021
PI(O-18:0_18:1),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.014837431685081387
PI(18:0_18:0),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.0920209943855523
PI(O-18:0_20:4),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.0068886514521505765
PI(20:4_20:4),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.0007786277839576402
PI(P-11:0_22:1),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.012636021795713347
PI(19:1_20:4),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.0667201844734313
PI(16:1_22:6),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.041375544402190025
PI(15:0_16:0),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.0
PI(18:1_14:2),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.03291673376503499
PI(16:0_16:3),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.0325780199265859
PI(16:0_17:0),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.046181388947659635
PI(17:0_18:0),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.3668766462727046
PI(4:0_10:3),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.05400567084018188
PI(P-9:0_22:1),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.008409959370603676
PI(O-18:1_22:6),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.0
PI(O-18:0_22:6),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.0
PI(O-16:0_16:1),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.0
PI(16:0_19:3),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.0018395642257723454
PI(O-18:0_22:5),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.11044418350784527
PI(18:0_22:2),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.07408045424028209
PI(36:9),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.006613071445210309
PI(O-7:0_11:0),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.042895445115630294
PI(O-17:1_23:3),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.05318727803192118
PI(O-16:0),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.0022856489472409904
PI(18:0_19:1),Area[s90-1],ES-2,C18,Sensitive,C18:0,1.6896437134057702
PI(P-20:6_23:2),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.4828210141575049
PI(18:1_24:5),Area[s90-1],ES-2,C18,Sensitive,C18:0,0.06298158576383844
PI(16:0_16:1),Area[s90-2],ES-2,C18,Sensitive,C18:0,0.08787103031953783
PI(16:1_18:2),Area[s90-2],ES-2,C18,Sensitive,C18:0,0.03678488487901628
PI(16:1_18:1),Area[s90-2],ES-2,C18,Sensitive,C18:0,0.34264682475482516
PI(16:0_18:1),Area[s90-2],ES-2,C18,Sensitive,C18:0,6.040145857256775
PI(16:0_20:5),Area[s90-2],ES-2,C18,Sensitive,C18:0,0.026659363533724518
PI(16:0_20:4),Area[s90-2],ES-2,C18,Sensitive,C18:0,0.36832787604074413
PI(22:1_14:2),Area[s90-2],ES-2,C18,Sensitive,C18:0,0.04708238821407302
PI(16:0_20:3),Area[s90-2],ES-2,C18,Sensitive,C18:0,0.3891042861606272
PI(18:0_18:2),Area[s90-2],ES-2,C18,Sensitive,C18:0,3.4087097160799598
PI(18:0_18:1),Area[s90-2],ES-2,C18,Sensitive,C18:0,15.464413485522577
PI(18:1_18:0),Area[s90-2],ES-2,C18,Sensitive,C18:0,0.24052171402709496
PI(36:1),Area[s90-2],ES-2,C18,Sensitive,C18:0,0.1445986011804481
PI(16:0_22:6),Area[s90-2],ES-2,C18,Sensitive,C18:0,0.3099444697568064
