group,species,log2FC_C18,log2FC_rescue,p_C18,p_C18vsRescue,mean_Ctr,mean_C18,mean_rescue
Resistant,PE(P-11:0_15:1),0.5271402188690065,0.40922586034173003,0.6125874125874127,0.8665112665112666,0.0014522400513098286,0.0020932203543657,0.0019288636120003855
Resistant,PE(P-12:0_20:4),-0.34233239747901606,-0.13949898422551715,0.5992448359443866,0.7715426535572856,0.002826881922626971,0.0022295345339586,0.0025662484070186
Resistant,PE(P-12:0_20:5),-1.1592594236335514,-0.5684120492720867,0.7441250623860661,0.8506523285821779,0.001097010532347857,0.0004906257780191001,0.0007394528844233714
Resistant,PE(P-12:0_22:6),-0.6198940269688406,-0.13152761219988016,0.35020138917929555,0.5168677495508638,0.0005031683009833705,0.00032707175372370873,0.0004592372646795569
Resistant,PE(P-16:0_16:0),-0.19237302588675934,-0.33359768259923017,0.778865578865579,0.6125874125874127,0.03746029726128115,0.03278381682301176,0.029726603764768256
Resistant,PE(P-16:0_16:1),-0.22602835514722722,-0.2628873467197432,0.6125874125874127,1.0,0.08803039342020294,0.07526455379155335,0.07336597269609262
Resistant,PE(P-16:0_18:1),-0.14581534312718333,-0.22694123998357513,0.9550893550893552,0.6943278943278944,0.5455815520663131,0.4931338335510974,0.4661690333559366
Resistant,PE(P-16:0_18:2),-0.25726415921344403,-0.18514442592005204,0.33566433566433573,0.8665112665112666,0.1718438005910323,0.1437769104830117,0.1511469880984055
Resistant,PE(P-16:0_20:3),-0.026473056367834126,0.11115601690575425,0.8665112665112666,1.0,0.37760899344165116,0.37074314004717096,0.40785304571970127
Resistant,PE(P-16:0_20:4),-0.27317051396263387,-0.37838040793620825,0.46340326340326343,0.778865578865579,1.3557777111967222,1.121904537413632,1.0430005591916127
Resistant,PE(P-16:0_20:5),-0.4498870960453964,-0.29893261658822157,0.8665112665112666,0.8665112665112666,0.2392246501297097,0.17513613175972104,0.19445442296408552
Resistant,PE(P-16:0_22:5),-0.07158226311598434,-0.5339058407167391,0.778865578865579,0.39689199689199695,1.347329035937593,1.282109872930063,0.9305760092107509
Resistant,PE(P-16:0_22:6),-0.1837871644285313,-0.5032717384368882,0.6125874125874127,0.5358197358197359,0.6119137473228439,0.5387219418444806,0.4317079284834148
Resistant,PE(P-16:3_4:0),0.18537676784864873,-0.1571423491168501,0.46340326340326343,0.1892773892773893,0.002211631006774814,0.0025150134691552376,0.001983286754648457
Resistant,PE(P-17:0_18:1),0.31463636264017963,0.6625253995269854,0.6125874125874127,0.280963480963481,0.4460984729027796,0.5548120822223476,0.7061079694866035
Resistant,PE(P-17:0_20:4),-0.10447189167967343,-0.19910214370833534,0.5358197358197359,0.8665112665112666,0.15453090516592868,0.143736135540579,0.13461058608341717
Resistant,PE(P-18:0_16:0),0.1547656246950982,0.16401545215112878,0.5358197358197359,1.0,0.052551602037728115,0.058502698120096265,0.058878999138533485
Resistant,PE(P-18:0_18:1),0.796856301107155,0.734071602634415,0.46340326340326343,1.0,0.22476763536795838,0.39049209408612506,0.373862683216516
Resistant,PE(P-18:0_20:1),0.8564134225905483,0.5360897332707293,0.09386169386169387,0.778865578865579,0.053442470976009473,0.09676009741344566,0.07749401139271732
Resistant,PE(P-18:0_20:3),0.7520645896497967,0.8623879356543086,0.778865578865579,0.6943278943278944,0.24183363749372006,0.40729721265279983,0.4396652615345276
Resistant,PE(P-18:0_20:4),0.6764395640776969,0.5769949217729751,0.39689199689199695,0.9550893550893552,0.7800767613215108,1.246712023127615,1.163671244720712
Resistant,PE(P-18:0_22:1),0.2739171043779544,-0.19439491018862715,0.6125874125874127,0.23185703185703188,0.015526961477792827,0.018773643954237612,0.013569496769912098
Resistant,PE(P-18:0_22:3),0.5693667603098075,0.4862458744275103,0.280963480963481,0.778865578865579,0.07927779476642628,0.11763859280088483,0.11105234201611087
Resistant,PE(P-18:0_22:5),0.41560368194076913,0.3725415016247906,0.778865578865579,0.778865578865579,0.39211368610526254,0.5230238011951618,0.5076430205993894
Resistant,PE(P-18:0_24:5),-0.19960672830634457,-0.22140566767560652,0.8665112665112666,0.9550893550893552,0.08508557603807936,0.07409136116577189,0.07298025048182107
Resistant,PE(P-18:0_24:6),-0.22905051925534167,0.010039440467399853,0.8665112665112666,1.0,0.052457828946421405,0.0447566746140446,0.052824153073946785
Resistant,PE(P-18:1_18:1),0.272342372269699,0.07939058540815208,0.5358197358197359,0.778865578865579,0.32900761641910187,0.3973648081871279,0.3476201719852408
Resistant,PE(P-18:1_20:1),0.2566299728534788,0.6976422376966873,0.46340326340326343,0.6125874125874127,0.0832156970370891,0.09941671880429506,0.13496417245403605
Resistant,PE(P-18:1_22:5),1.1017558838074368,1.0993115999904368,0.151981351981352,0.9550893550893552,0.3775565439938129,0.8102969147382597,0.8089252310778884
Resistant,PE(P-18:1_22:6),-0.18381098385217268,-0.5910590349710516,0.778865578865579,0.39689199689199695,0.26392245363576805,0.2323504387179156,0.1752060135044478
Resistant,PE(P-20:0_20:4),0.4871456205300119,0.49901781010854973,0.9550893550893552,0.778865578865579,0.33690573634505017,0.4722307017584756,0.4761328125018177
Resistant,PE(P-20:2),-1.0444666916514775,-0.8086647213021088,0.11788375716644336,0.45029107968465154,0.0005189330085547202,0.000251076050849294,0.0002958349623363681
Resistant,PE(P-20:6_12:1),4.4304449423089585,3.383621960028018,0.4226780741706355,1.0,0.0,2.05623862709625e-05,9.436904364497812e-06
Resistant,PE(P-20:6_18:1),-0.45586636915812156,-0.34650129317772005,0.27116035987740905,0.6022000059254968,0.003682438359336272,0.002684492571591425,0.002895984181039486
Resistant,PE(P-24:8_24:4),0.06971339243891539,0.28441589667177275,0.778865578865579,0.6943278943278944,0.08962327110104869,0.09406040442244809,0.10915392932655599
Resistant,PE(P-24:8_24:5),0.14595959733494418,-0.13863559046245125,0.6943278943278944,0.5358197358197359,0.44186548849053675,0.48890940781050335,0.40138072434994826
Resistant,PE(P-49:15),1.6966242809563332,3.3675588057290375,0.04009324009324009,0.46340326340326343,0.0002897516974671599,0.0009414472658766341,0.0029999480103413134
Resistant,PE(P-4:0_14:0),0.13408082968856705,-0.04342618902273638,0.778865578865579,0.9550893550893552,0.009511987751660343,0.010438490157278112,0.0092299065014735
