group,species,p,log2FC,q,-log10p
Resistant,PI(12:0_16:0),0.6296063619648409,-0.32082628970695,0.7920854231170579,0.2009308921551958
Resistant,PI(14:0_16:0),0.054079254079254076,-1.564336727631376,0.14047370909228146,1.2669693064907541
Resistant,PI(14:0_20:4),0.0030599755224886803,-4.43121896762275,0.017048435053865503,2.514282033342217
Resistant,PI(15:0_16:0),0.029239238256098945,-2.552162351375574,0.08771771476829684,1.5340339443698383
Resistant,PI(15:1_17:1),0.3235367862420667,-0.6788737093743643,0.5570599613152806,0.4900763326240666
Resistant,PI(16:0_14:1),0.013986013986013986,-1.5372100703963028,0.049586776859504134,1.8543060386958752
Resistant,PI(16:0_16:0),0.0721056721056721,-0.7177328033216045,0.1704315886134068,1.1420305700832218
Resistant,PI(16:0_16:1),0.0012432012432012432,-1.5077278027725591,0.009696969696969697,2.9054585293149007
Resistant,PI(16:0_16:3),0.6943278943278944,-0.7748105736946868,0.8205693296602389,0.15843538673428506
Resistant,PI(16:0_17:0),0.0021756021756021756,-1.5822639256057978,0.013053613053613054,2.6624204956001325
Resistant,PI(16:0_17:1),0.04210271811660236,-1.9886038289415227,0.11324179355499944,1.3756898645357678
Resistant,PI(16:0_18:0),0.46340326340326343,-0.35944749697805656,0.722909090909091,0.3340409120297112
Resistant,PI(16:0_18:1),0.5358197358197359,-0.4830114950676488,0.7332270069112176,0.2709812940066779
Resistant,PI(16:0_19:3),0.0037296037296037296,-2.4458787147272467,0.01818181818181818,2.428337297884279
Resistant,PI(16:0_20:3),0.009324009324009324,-1.0954503069392107,0.03827751196172249,2.0303972961989536
Resistant,PI(16:0_20:4),0.020512820512820513,-1.3511662637558532,0.06666666666666667,1.68797461791737
Resistant,PI(16:0_20:5),0.0003108003108003108,-2.5638555482744776,0.0048484848484848485,3.5075184158421973
Resistant,PI(16:0_22:6),0.0003108003108003108,-1.8548870188294106,0.0048484848484848485,3.5075184158421973
Resistant,PI(16:1_18:1),0.0012432012432012432,-1.3534010328918264,0.009696969696969697,2.9054585293149007
Resistant,PI(16:1_18:2),0.0012432012432012432,-1.5175420287006345,0.009696969696969697,2.9054585293149007
Resistant,PI(16:1_22:6),0.0037296037296037296,-1.468442243461752,0.01818181818181818,2.428337297884279
Resistant,PI(17:0_18:0),0.009324009324009324,-1.9338916092345169,0.03827751196172249,2.0303972961989536
Resistant,PI(17:0_18:1),0.151981351981352,-0.5927507969790374,0.3203931203931204,0.8182096961670489
Resistant,PI(17:0_20:4),0.0021756021756021756,-1.676131151362111,0.013053613053613054,2.6624204956001325
Resistant,PI(17:0_22:6),0.005905205905205905,-2.158260031356596,0.027094474153297684,2.2287649472691613
Resistant,PI(17:1_18:1),0.0003108003108003108,-1.2814237297861144,0.0048484848484848485,3.5075184158421973
Resistant,PI(17:1_20:4),0.0003108003108003108,-2.7551279568369975,0.0048484848484848485,3.5075184158421973
Resistant,PI(18:0_18:0),0.280963480963481,0.9202287297508784,0.5217893217893219,0.5513501249464876
Resistant,PI(18:0_18:1),0.028904428904428903,1.438012990232429,0.08771771476829684,1.5390356055199703
Resistant,PI(18:0_18:2),0.23185703185703188,-0.14205608770377925,0.4521212121212122,0.6347797279164441
Resistant,PI(18:0_19:1),0.6125874125874127,-0.31517699111671515,0.7833084947839047,0.2128319312260859
Resistant,PI(18:0_19:3),0.1892773892773893,-0.653525607197283,0.3785547785547786,0.7229012627141002
Resistant,PI(18:0_20:1),0.33566433566433573,0.2650192640941427,0.5570599613152806,0.47409479996009096
Resistant,PI(18:0_20:2),0.9550893550893552,-0.07354483176330989,0.9674931129476585,0.01995599527457442
Resistant,PI(18:0_20:3),0.778865578865579,0.21892736457616374,0.8678787878787879,0.10853748886253317
Resistant,PI(18:0_20:4),0.778865578865579,-0.10763799474691017,0.8678787878787879,0.10853748886253317
Resistant,PI(18:0_21:3),0.46340326340326343,-0.06014373767933056,0.722909090909091,0.3340409120297112
Resistant,PI(18:0_22:2),0.6943278943278944,0.12853583005265395,0.8205693296602389,0.15843538673428506
Resistant,PI(18:0_22:3),0.5358197358197359,0.08860139046159017,0.7332270069112176,0.2709812940066779
Resistant,PI(18:0_22:4),0.39689199689199695,-0.25806477399048067,0.644949494949495,0.40132765820358507
Resistant,PI(18:0_22:5),0.6125874125874127,-0.20554448197382716,0.7833084947839047,0.2128319312260859
Resistant,PI(18:1_14:2),0.9538159449155051,-0.5135219211599107,0.9674931129476585,0.020535421706758594
Resistant,PI(18:1_18:0),0.013986013986013986,1.613629328466369,0.049586776859504134,1.8543060386958752
Resistant,PI(18:1_19:1),0.020512820512820513,-0.737936412707112,0.06666666666666667,1.68797461791737
Resistant,PI(18:1_20:4),0.0012432012432012432,-1.2125232663341086,0.009696969696969697,2.9054585293149007
Resistant,PI(18:1_21:3),0.0006216006216006216,-1.0584668808033242,0.00808080808080808,3.206488490045324
Resistant,PI(18:1_22:6),0.04009324009324009,-1.3459514484126478,0.11168831168831168,1.396928844193964
Resistant,PI(18:1_24:5),0.1205905205905206,-1.2379909637640623,0.26874458874458873,0.9186868296220773
Resistant,PI(19:0_21:4),0.280963480963481,0.6404638936308661,0.5217893217893219,0.5513501249464876
Resistant,PI(19:1_20:4),0.0003108003108003108,-1.6838641745763026,0.0048484848484848485,3.5075184158421973
Resistant,PI(20:4_20:4),0.055829294639240065,-3.409129425952556,0.14047370909228146,1.2531378583181347
Resistant,PI(22:1_14:2),0.778865578865579,-0.3450169358707981,0.8678787878787879,0.10853748886253317
